fips,county,premature_death_rate,poor_mental_health_days,preventable_hosp_rate,children_in_poverty_pct,low_birthweight_pct,year,median_home_value,median_household_income,income_source,median_multiple
06075,San Francisco,4811.4461331,4.2979658118,2133.0,11.7,6.9918991311,2023,1289092.270607995,126730,1yr,10.171958262510811
06077,San Joaquin,7767.5625423,4.8727199388,2427.0,15.7,7.371813234,2023,537534.459100264,87418,1yr,6.1490134651932555
06079,San Luis Obispo,5260.3680172,4.767712533,1574.0,13.8,5.9597391551,2023,847281.3250262284,90670,1yr,9.344671060176777
06081,San Mateo,3503.8321681,3.9727474938,1415.0,6.5,6.7501251878,2023,1521740.6148138558,151485,1yr,10.045487109706281
06083,Santa Barbara,5333.9694373,5.0028275962,1393.0,16.8,6.5904801303,2023,914106.4050577396,91197,1yr,10.023426264654972
06085,Santa Clara,3682.6789392,4.0410370653,1868.0,7.4,6.9464872325,2023,1500361.1599278038,154954,1yr,9.68262297151286
06087,Santa Cruz,5048.3435227,4.6085380106,1478.0,12.3,5.8147103493,2023,1117361.2568690607,105631,1yr,10.577967233757711
06089,Shasta,9500.3016323,5.2042454335,2221.0,18.0,6.4224137931,2023,368745.2615855278,75949,1yr,4.855169410861602
06091,Sierra,,5.1259921365,2975.0,16.2,9.5744680851,2023,319502.9748883162,60000,5yr,5.325049581471936
06093,Siskiyou,10618.122156,5.2726662144,1581.0,23.3,8.5182767624,2023,293387.23638400325,55499,5yr,5.286351761004761
06095,Solano,6402.2245159,4.7097775058,2248.0,12.6,6.7639997767,2023,582370.7721569316,100027,1yr,5.822135744918188
06097,Sonoma,5096.9645797,4.7487688601,1699.0,10.4,5.8358902695,2023,797939.2385000164,100707,1yr,7.923374129901759
06099,Stanislaus,7821.0028898,5.0501484941,3229.0,19.4,6.375665922,2023,445870.7406041557,82758,1yr,5.387645189639137
06101,Sutter,7515.2232465,4.9379498424,3078.0,22.3,6.7704280156,2023,427349.57747504395,74727,1yr,5.718810837783451
06103,Tehama,9623.432093,5.3206443047,2721.0,20.6,6.1098654709,2023,311043.0468681249,55128,1yr,5.642197193225311
06105,Trinity,14307.233951,5.3971050566,1810.0,29.2,5.8355437666,2023,293130.79246634553,53498,5yr,5.4792850661023875
06107,Tulare,7363.5224669,4.6012800754,2466.0,24.4,6.9443884341,2023,335487.87703984935,73097,1yr,4.589625799141543
06109,Tuolumne,8067.273583,4.9341047411,1666.0,17.3,6.7046173308,2023,403956.73802472936,72259,5yr,5.590400338016432
06111,Ventura,4737.3251185,4.4309021529,2112.0,12.1,6.1020314648,2023,837938.2656260297,107667,1yr,7.782684254470076
06113,Yolo,4742.417338,4.6333375066,1895.0,11.6,5.8319478194,2023,615632.1067207794,93203,1yr,6.605282090928183
06115,Yuba,9162.9929404,5.1037957844,3536.0,21.9,6.7719813862,2023,412375.191777786,80396,1yr,5.129299862900965
06001,Alameda,4981.2133943,5.0707797597,2102.0,10.3,7.3041569925,2024,1143815.8451447492,129130,1yr,8.857862968673036
06003,Alpine,,5.5417637012,921.0,26.6,,2024,509959.94981922273,105521,5yr,4.832781624692931
06005,Amador,7465.0938704,5.505525309,1514.0,12.0,5.9424326834,2024,432739.62731176574,88044,5yr,4.9150382457835375
06007,Butte,8799.8476478,5.7574983538,3527.0,18.7,6.237463604,2024,398028.1874921928,65221,1yr,6.1027611887611775
06009,Calaveras,8756.5358626,5.8072538197,1865.0,16.2,6.520119225,2024,451594.0667942665,78647,5yr,5.74203805350829
06011,Colusa,6260.5971767,5.4993333023,3265.0,13.7,6.0240963855,2024,370076.56323616975,75672,5yr,4.890534983034276
06013,Contra Costa,5388.3071889,4.6407106229,2096.0,10.0,7.1582630368,2024,832397.3122246382,127221,1yr,6.542923827234797
06015,Del Norte,10703.710592,5.799220601,1451.0,22.5,6.6119938493,2024,365965.72247184237,67058,5yr,5.4574506020436395
06017,El Dorado,5834.34852,5.424733266,1883.0,6.5,6.6411935953,2024,658121.6527735331,109552,1yr,6.007390579574386
06019,Fresno,8530.0414211,5.1877773578,2779.0,25.1,7.4885634491,2024,401535.8328769417,75585,1yr,5.312374583276334
06021,Glenn,9264.6294119,5.6172924541,3808.0,19.2,5.6110684089,2024,344561.6986509967,67139,5yr,5.132064800652329
06023,Humboldt,9031.7556836,6.2382124278,1891.0,20.5,6.2359850507,2024,457141.63826854125,58124,1yr,7.864937689569563
06025,Imperial,8014.9290355,5.5468453497,2059.0,27.5,6.0454919156,2024,338856.3388356414,60749,1yr,5.577973939252356
06027,Inyo,10103.515076,5.3819687466,1083.0,13.5,8.2278481013,2024,504825.6956631344,73991,5yr,6.822798660149672
06029,Kern,10111.125659,5.4651475065,2700.0,23.6,7.5699689027,2024,355755.63615415426,71596,1yr,4.968931730182612
06031,Kings,7902.9785899,5.2491528659,2624.0,21.3,6.6135509781,2024,348467.2922588627,73954,1yr,4.711946510788635
06033,Lake,11808.001434,6.078908659,2027.0,22.8,7.1612265084,2024,319042.59613567014,51434,1yr,6.202951280002919
06035,Lassen,9558.3231561,5.6055252568,2813.0,17.0,8.3410138249,2024,230929.08305976595,67403,5yr,3.426095026330667
06037,Los Angeles,6316.7869393,5.0732126297,2462.0,18.1,7.3860238888,2024,883843.3018532455,90845,1yr,9.729135360815075
06039,Madera,8372.1682945,5.6527776612,2697.0,31.3,6.3761097659,2024,410164.2235843262,72125,1yr,5.686852320059982
06041,Marin,3856.2557198,4.4296695536,1124.0,8.1,5.5613577023,2024,1468813.3027340125,147017,1yr,9.990771834100903
06043,Mariposa,10003.502278,5.557167069,2473.0,21.3,6.9696969697,2024,408366.23513914744,68412,5yr,5.969219364134179
06045,Mendocino,9611.560939,5.6831664205,1594.0,22.6,6.8832173241,2024,512915.55655956065,69264,1yr,7.40522575305441
06047,Merced,8467.9057004,5.1780663445,3367.0,26.0,6.3746036374,2024,422226.49924258934,64980,1yr,6.497791616537232
06049,Modoc,11360.040952,5.8259006616,1726.0,28.0,8.4664536741,2024,181517.1281724486,59455,5yr,3.0530170409965285
06051,Mono,4788.6172678,5.2428090048,1360.0,10.6,8.3705357143,2024,735667.312917027,99415,5yr,7.3999629122066795
06053,Monterey,5768.4491181,5.25100633,2064.0,16.4,6.3471662671,2024,858383.460589957,93290,1yr,9.201237652373855
06055,Napa,4952.5360341,4.8897809003,1590.0,9.3,6.0318187021,2024,923095.2974796983,122754,1yr,7.519879576060237
06057,Nevada,7627.2351659,5.4920766761,1695.0,11.8,5.534591195,2024,618471.3946959309,103703,1yr,5.963871775126379
06059,Orange,4990.3320259,4.4722929492,1602.0,11.0,6.4586490718,2024,1138840.7836829196,115229,1yr,9.883282712536944
06061,Placer,4832.1502765,4.7669632455,1529.0,5.5,5.8234019502,2024,688685.6445920023,115442,1yr,5.965642007172453
06063,Plumas,9578.7594716,5.6680069927,1952.0,18.0,8.7301587302,2024,371289.27735493897,66031,5yr,5.6229540269712555
06065,Riverside,7346.2962135,4.8467662166,2175.0,13.3,7.0503373535,2024,615324.5412603603,93172,1yr,6.604178736748811
06067,Sacramento,7324.5677215,5.2860491697,2527.0,15.4,7.1046890796,2024,542603.3901870436,94087,1yr,5.767038912783313
06069,San Benito,6337.5515996,5.0407052604,1911.0,8.3,6.9294456443,2024,779922.5684344812,114011,1yr,6.840765964990055
06071,San Bernardino,8917.3502379,5.2230022834,2687.0,18.2,7.8009380939,2024,552890.4299383607,88294,1yr,6.261925271687326
06073,San Diego,5434.6817954,4.7613608082,1965.0,12.6,6.8068698593,2024,952456.3996922816,109132,1yr,8.727562948468659
06075,San Francisco,5367.6071775,4.822193014,2223.0,7.9,7.1024153753,2024,1278533.034617082,139801,1yr,9.145378320735059
06077,San Joaquin,8627.4972135,4.7322145453,2181.0,16.0,7.5542516933,2024,552752.7008750099,93038,1yr,5.941149862153205
06079,San Luis Obispo,5707.2871568,5.1029696469,1332.0,10.7,6.2042948346,2024,884224.9818009338,100724,1yr,8.778692087297307
06081,San Mateo,3815.7710556,4.1886069819,1468.0,7.2,6.7028570421,2024,1563923.4882991211,160733,1yr,9.729946484537221
06083,Santa Barbara,5775.0696386,5.0526608967,1413.0,16.1,6.8242291438,2024,975022.839082649,95637,1yr,10.195037894148175
06085,Santa Clara,3918.1052206,4.0048219016,1893.0,6.9,7.1601424466,2024,1642988.0977832265,168154,1yr,9.770734551561226
06087,Santa Cruz,5285.4233438,5.1651045615,1564.0,12.0,5.9932108159,2024,1143501.4847082507,107893,1yr,10.59847705326806
06089,Shasta,9990.4469881,5.5621119093,1915.0,15.8,6.7797877112,2024,372636.12137371884,71140,1yr,5.238067491899337
06091,Sierra,,5.4823096851,1644.0,13.6,10.055865922,2024,319464.0696222682,63355,5yr,5.042444473558017
06093,Siskiyou,11921.754914,6.0290288392,1274.0,17.7,8.3897158322,2024,289680.07618440513,59095,5yr,4.901938847354347
06095,Solano,6743.5489739,5.1666644165,2268.0,11.7,7.120786915,2024,595327.2375563547,94930,1yr,6.271223402047347
06097,Sonoma,5764.3617479,5.0536402825,1526.0,9.4,5.9033989267,2024,813719.9615501221,107274,1yr,7.585435068610494
06099,Stanislaus,8878.2963339,5.48706025,2950.0,18.5,6.5778501755,2024,465619.3052267852,78673,1yr,5.918412990820042
06101,Sutter,8068.6683223,5.4046154849,2913.0,18.0,6.9540555871,2024,439327.0863978953,82364,1yr,5.333969773176331
06103,Tehama,10873.844857,5.9900700499,2729.0,19.3,6.3226052181,2024,312945.47414780187,61309,1yr,5.10439697512277
06105,Trinity,15509.465353,6.1249206016,1598.0,24.4,6.357615894,2024,270116.85648995586,53002,5yr,5.096352146899284
06107,Tulare,8610.6089672,5.302862502,2324.0,24.3,7.1087092081,2024,348385.9593369124,69880,1yr,4.985488828519067
06109,Tuolumne,9065.9521454,5.6117043022,1774.0,15.1,6.5944568334,2024,400226.45672679646,77404,5yr,5.170617238473418
06111,Ventura,5245.6917429,4.8576733689,2007.0,12.5,6.2046374205,2024,886573.1146441662,114238,1yr,7.760754868293967
06113,Yolo,5138.8854246,5.0757259321,1809.0,14.5,6.0536138446,2024,630388.6561303529,88849,1yr,7.095056287975699
06115,Yuba,9598.6927266,5.6591643534,3939.0,19.0,6.7804818985,2024,426065.24912693846,80550,1yr,5.289450640930335
